name,Size,Ties,Pairs,Density,WeakComp,nWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Closeness_Centrality,Betweenness_Centrality,in_degree,out_degree,degree
org.apache.log4j.chainsaw.XMLFileHandler,3,3,6,0.5,1,0.3333333333333333,47,15.666666666666666,3,0.5,0.0,0.0,0.003980099502487562,7.447790985193791e-06,1,2,3
org.apache.log4j.spi.Configurator,2,1,2,0.5,1,0.5,43,21.5,1,0.5,0.0,0.0,0.2081652905684344,0.0,6,1,7
org.apache.log4j.nt.test.NTMin,6,9,30,0.3,1,0.16666666666666666,71,11.833333333333334,21,0.7,0.0,0.0,0.0,0.0,0,5,5
org.apache.log4j.or.DefaultRenderer,2,1,2,0.5,1,0.5,0,0.0,1,0.5,0.0,0.0,0.1942317930641993,0.0,1,1,2
org.apache.log4j.varia.FallbackErrorHandler,7,19,42,0.4523809523809524,1,0.14285714285714285,44,6.285714285714286,23,0.5476190476190477,0.0,0.0,0.0,0.0,0,6,6
org.apache.log4j.chainsaw.EventDetails,4,6,12,0.5,1,0.25,44,11.0,6,0.5,0.0,0.0,0.017270788912579958,0.000476211755593291,4,3,7
org.apache.log4j.nt.NTEventLogAppender,7,14,42,0.3333333333333333,1,0.14285714285714285,53,7.571428571428571,28,0.6666666666666666,0.0,0.0,0.0029850746268656717,0.0001616170643787053,1,6,7
org.apache.log4j.or.jms.MessageRenderer,3,2,6,0.3333333333333333,1,0.3333333333333333,44,14.666666666666666,4,0.6666666666666666,0.0,0.0,0.0029850746268656717,4.468674591116275e-06,1,2,3
org.apache.log4j.performance.NullAppender,4,6,12,0.5,1,0.25,47,11.75,6,0.5,0.0,0.0,0.0,0.0,0,3,3
org.apache.log4j.lf5.util.LogMonitorAdapter,4,8,12,0.6666666666666666,1,0.25,3,0.75,4,0.3333333333333333,0.0,0.0,0.0,0.0,1,4,5
org.apache.log4j.helpers.PatternConverter,3,2,6,0.3333333333333333,1,0.3333333333333333,45,15.0,4,0.6666666666666666,0.0,0.0,0.06877611940298507,0.00017206654082156807,10,2,12
org.apache.log4j.xml.examples.ReportParserError,2,1,2,0.5,1,0.5,44,22.0,1,0.5,0.0,0.0,0.0,0.0,0,1,1
org.apache.log4j.varia.ReloadingPropertyConfigurator,4,6,12,0.5,1,0.25,44,11.0,6,0.5,0.0,0.0,0.0,0.0,0,3,3
org.apache.log4j.DailyRollingFileAppender,7,13,42,0.30952380952380953,1,0.14285714285714285,52,7.428571428571429,29,0.6904761904761905,0.16666666666666666,0.023809523809523808,0.00955223880597015,0.0007791878928709745,3,6,9
org.apache.log4j.net.JMSSink,9,25,72,0.3472222222222222,1,0.1111111111111111,45,5.0,47,0.6527777777777778,0.0,0.0,0.0,0.0,0,8,8
org.apache.log4j.lf5.viewer.LogFactor5InputDialog,2,1,2,0.5,1,0.5,0,0.0,1,0.5,0.0,0.0,0.0,0.0,0,1,1
org.apache.log4j.helpers.BoundedFIFO,2,1,2,0.5,1,0.5,44,22.0,1,0.5,0.0,0.0,0.00955223880597015,0.0,3,1,4
org.apache.log4j.spi.LoggingEvent,12,27,132,0.20454545454545456,1,0.08333333333333333,43,3.5833333333333335,105,0.7954545454545454,0.12727272727272726,0.010606060606060605,0.346328094043059,0.03702038063821957,79,11,90
org.apache.log4j.lf5.viewer.LogTableRowRenderer,2,2,2,1.0,1,0.5,1,0.5,0,0.0,0.0,0.0,0.010074626865671642,3.57493967289302e-05,1,1,2
org.apache.log4j.varia.HUPNode,4,5,12,0.4166666666666667,1,0.25,55,13.75,7,0.5833333333333334,0.0,0.0,0.004477611940298508,0.00011916465576310067,1,3,4
