9,89
9,30
21,49
21,12
21,4
21,70
21,27
21,32
21,30
21,9
21,89
49,70
49,32
49,89
49,4
63,12
63,50
63,27
63,32
63,45
48,12
48,27
48,32
48,45
48,111
70,12
70,32
4,12
4,32
6,80
6,27
6,32
80,32
81,45
101,81
101,45
34,75
107,75
107,4
43,75
43,30
85,75
2,88
2,32
2,49
88,49
104,88
104,21
104,32
104,96
104,30
104,2
104,31
104,8
104,49
45,88
45,27
45,32
45,96
45,30
45,36
45,98
45,2
45,19
45,118
45,49
45,81
45,45
55,47
99,84
99,45
99,38
99,69
99,118
84,118
68,84
68,4
68,70
68,116
68,27
68,96
68,30
68,45
68,13
68,118
68,127
68,89
68,49
68,12
68,88
60,84
60,4
60,116
60,27
60,96
60,30
60,45
60,13
60,118
60,101
60,54
60,49
60,12
60,81
56,21
56,4
56,100
56,32
56,6
56,96
56,30
56,89
56,112
56,80
40,21
40,4
40,27
40,32
40,96
40,24
40,28
119,21
119,4
119,32
79,21
79,32
79,96
79,30
79,89
79,112
72,21
72,32
72,96
72,30
72,89
52,21
52,4
52,27
52,32
52,10
38,21
38,4
38,32
38,96
38,30
38,24
38,28
38,89
38,112
5,21
5,4
5,27
5,32
5,96
5,44
5,39
5,102
5,89
66,21
66,27
66,45
66,72
66,13
66,23
66,108
42,4
42,27
42,32
42,96
42,29
69,4
69,27
69,32
35,4
35,32
35,96
35,29
3,4
3,32
3,0
3,73
3,113
3,105
115,4
115,59
115,32
115,83
83,4
83,59
83,96
83,30
83,0
83,73
83,105
83,71
29,4
29,30
51,4
51,27
51,45
51,115
51,38
51,49
87,4
87,30
87,38
28,4
28,24
94,4
94,27
94,45
94,73
94,10
94,38
94,69
94,13
94,49
20,4
20,32
20,96
20,38
20,77
106,4
106,45
106,115
106,38
106,72
106,23
58,70
58,32
58,96
114,70
114,27
114,32
114,96
62,70
62,32
10,3
10,27
10,32
10,96
59,32
59,71
127,116
127,45
127,68
116,30
54,116
54,45
54,60
50,27
27,27
111,27
15,27
15,45
15,60
36,27
36,30
36,45
53,27
53,32
53,45
53,33
33,27
33,32
33,45
33,115
33,53
33,125
14,27
14,32
14,45
14,118
92,27
92,45
92,40
92,115
57,27
57,45
57,60
57,23
117,27
117,45
117,38
117,69
117,13
122,27
122,45
122,60
122,23
97,27
97,32
97,45
97,115
97,16
97,103
67,27
67,45
67,118
86,27
86,45
86,13
86,23
108,27
108,45
108,60
108,23
13,27
13,96
13,30
13,45
13,115
13,38
13,98
13,118
13,49
13,75
32,27
32,29
32,45
32,23
22,27
22,45
22,13
22,23
22,52
82,27
82,45
82,60
82,36
82,14
82,118
100,32
125,100
125,32
103,100
103,32
31,32
90,32
90,30
90,45
90,60
90,118
90,43
8,32
8,2
8,31
96,30
96,45
96,60
96,68
96,84
30,96
91,96
91,30
91,124
91,20
44,30
23,30
61,30
124,30
124,91
124,95
95,30
95,91
95,20
37,30
37,45
37,60
37,14
71,30
26,45
26,60
26,23
17,45
17,60
17,49
64,45
64,40
64,115
123,45
18,45
18,60
18,49
120,45
120,60
109,45
109,60
126,45
126,68
118,45
118,98
118,123
118,101
118,25
118,81
118,75
7,45
76,45
76,60
76,14
110,45
110,13
110,91
74,45
74,60
74,68
65,45
93,45
93,68
93,23
41,45
41,68
11,45
11,13
1,60
1,13
1,65
77,24
77,89
77,112
24,89
24,112
102,24
102,89
39,24
39,28
0,73
105,73
98,85
98,75
19,19
121,55
16,97
