1,164
2,14
2,32
2,86
2,144
2,172
2,175
3,7
3,12
3,17
3,18
3,21
3,27
3,28
3,29
3,31
3,37
3,41
3,49
3,51
3,52
3,54
3,57
3,67
3,72
3,80
3,89
3,92
3,96
3,97
3,103
3,109
3,110
3,115
3,121
3,122
3,124
3,125
3,126
3,127
3,132
3,135
3,140
3,143
3,145
3,147
3,149
3,151
3,152
3,157
3,158
3,163
3,168
3,169
3,173
3,177
3,179
3,182
3,186
3,190
3,192
4,43
4,48
4,57
4,61
4,62
4,74
4,76
4,83
4,84
4,94
4,165
4,171
4,187
4,188
5,3
5,19
5,27
6,11
7,3
7,9
7,19
7,27
7,34
7,65
7,78
8,0
8,106
8,128
8,133
8,150
8,170
9,99
10,8
10,9
10,14
10,32
10,34
10,86
10,106
10,117
10,133
10,144
10,157
10,170
11,100
13,45
13,57
13,78
13,107
16,14
16,33
16,45
16,57
16,59
16,102
16,107
16,157
16,158
17,3
17,9
17,19
17,27
17,57
17,63
17,65
18,57
18,65
18,72
18,111
18,124
18,149
18,157
18,158
18,164
18,179
19,7
19,17
19,21
19,27
19,29
19,31
19,37
19,41
19,49
19,51
19,52
19,54
19,67
19,92
19,96
19,97
19,103
19,109
19,110
19,121
19,122
19,126
19,127
19,132
19,135
19,140
19,143
19,147
19,163
19,168
19,169
19,173
19,182
19,186
19,190
20,14
20,93
20,117
20,157
21,3
21,19
21,27
21,65
22,3
22,12
22,14
22,16
22,27
22,33
22,34
22,38
22,47
22,48
22,61
22,68
22,78
22,114
22,117
22,138
22,157
22,158
22,159
22,179
22,188
23,12
23,45
23,57
23,58
23,78
23,107
24,14
24,32
24,33
24,86
24,172
24,175
24,184
25,0
25,8
25,14
25,65
25,82
25,107
25,157
25,185
26,14
26,117
26,157
27,3
27,9
27,19
27,34
27,57
27,65
27,78
27,142
27,149
27,157
27,164
28,115
28,145
28,149
28,192
29,3
29,9
29,19
29,27
29,57
29,63
29,65
30,175
31,3
31,8
31,9
31,19
31,27
31,57
31,63
31,65
31,84
31,128
31,149
31,157
31,165
31,185
31,188
32,0
32,144
33,0
33,9
33,27
33,32
33,34
33,45
33,57
33,78
33,79
33,107
33,157
33,179
34,99
35,12
35,45
35,57
35,78
35,107
36,107
36,157
37,3
37,9
37,19
37,27
37,65
38,45
38,57
38,78
38,107
39,0
39,9
39,14
39,32
39,33
39,34
39,78
39,86
39,130
39,138
39,144
39,184
40,0
41,3
41,14
41,19
41,27
41,57
41,63
41,65
41,149
41,157
42,14
42,32
42,33
42,86
42,175
42,184
44,32
44,34
44,64
44,101
45,78
45,107
45,157
46,0
46,9
46,12
46,14
46,32
46,34
46,78
46,101
46,136
47,117
47,157
48,57
49,3
49,9
49,19
49,27
49,57
49,63
49,65
50,0
50,9
50,14
50,34
50,63
50,65
50,78
50,149
50,157
50,158
50,164
50,165
50,188
51,3
51,9
51,19
51,27
51,57
51,63
51,65
52,0
52,3
52,8
52,9
52,14
52,19
52,27
52,57
52,63
52,65
52,128
52,149
52,157
52,164
52,168
53,118
53,119
54,3
54,9
54,19
54,27
54,57
54,63
54,65
55,32
55,33
55,53
55,98
55,116
55,144
55,153
55,172
55,175
55,184
56,175
56,184
58,57
58,78
58,157
59,102
59,157
61,6
61,57
63,107
63,185
64,8
64,9
64,14
64,32
64,33
64,34
64,53
64,78
64,86
64,106
64,116
64,133
64,144
64,170
64,184
66,14
66,32
66,33
66,86
66,175
67,3
67,9
67,19
67,27
67,57
67,63
67,65
68,107
68,157
69,8
69,63
69,107
69,128
69,185
70,7
70,17
70,19
70,21
70,27
70,29
70,31
70,37
70,41
70,49
70,51
70,52
70,54
70,65
70,67
70,92
70,96
70,97
70,103
70,109
70,110
70,121
70,122
70,126
70,127
70,132
70,135
70,140
70,143
70,147
70,163
70,168
70,169
70,173
70,182
70,186
70,190
71,141
71,175
72,179
74,57
74,61
74,83
75,9
75,32
75,86
75,144
76,57
76,61
76,74
77,27
77,70
77,168
78,99
79,0
79,8
79,65
79,69
79,107
79,185
81,14
81,32
81,86
82,0
82,9
82,12
82,27
82,32
82,57
82,63
82,65
82,79
82,82
82,124
82,157
82,164
82,168
83,57
85,3
85,19
85,27
86,0
86,9
86,14
86,22
86,27
86,33
86,34
86,78
86,79
86,141
86,179
86,184
87,12
88,0
88,65
89,3
89,19
89,27
89,65
90,14
90,32
90,33
90,86
90,175
90,184
91,14
91,63
91,65
91,107
91,157
91,158
92,3
92,19
92,27
92,65
96,3
96,19
96,27
96,65
96,149
97,3
97,8
97,9
97,19
97,27
97,57
97,63
97,65
97,128
97,149
97,157
97,165
97,185
97,187
97,188
101,0
101,9
101,14
101,22
101,27
101,33
101,34
101,78
101,79
101,141
101,179
102,9
102,12
102,25
102,27
102,57
102,65
102,77
102,82
102,124
102,149
102,157
102,158
102,164
103,3
103,19
103,27
104,175
105,9
105,14
105,57
105,63
105,65
105,78
105,91
105,107
105,124
105,157
105,164
107,14
107,34
107,45
107,78
107,157
108,73
108,146
109,3
109,9
109,19
109,27
109,34
109,65
109,78
110,3
110,9
110,19
110,27
110,34
110,65
110,78
111,0
111,149
112,9
112,14
112,27
112,33
112,34
112,57
112,63
112,65
112,78
112,91
112,107
112,157
112,164
113,12
113,64
113,175
114,14
114,20
114,57
114,117
114,157
117,157
118,119
120,14
120,27
120,70
120,134
120,184
121,3
121,9
121,19
121,27
121,57
121,63
121,65
122,3
122,9
122,19
122,27
122,57
122,63
122,65
123,136
125,3
125,19
125,27
125,65
125,149
126,3
126,9
126,19
126,27
126,65
127,3
127,9
127,19
127,27
127,57
127,63
127,65
128,8
129,14
129,39
129,184
131,12
131,45
131,57
131,157
132,3
132,19
132,27
134,7
134,17
134,21
134,27
134,29
134,31
134,37
134,41
134,49
134,51
134,52
134,54
134,67
134,70
134,92
134,96
134,97
134,103
134,109
134,110
134,121
134,122
134,126
134,127
134,132
134,135
134,140
134,143
134,147
134,149
134,163
134,164
134,168
134,169
134,173
134,182
134,190
135,3
135,9
135,19
135,27
135,57
135,63
135,65
136,0
136,32
136,33
136,101
136,136
137,108
139,146
140,3
140,19
140,27
141,141
142,164
143,3
143,9
143,19
143,27
143,34
143,63
143,65
143,78
143,157
143,158
144,0
144,69
146,73
146,146
147,3
147,9
147,19
147,27
147,57
