0,36
0,43
0,45
0,47
0,67
0,69
0,87
0,160
0,200
0,221
1,11
1,127
2,17
2,52
2,84
2,102
2,105
2,115
2,116
2,127
2,188
3,54
3,117
3,146
3,198
3,200
5,239
7,6
8,176
8,200
9,78
10,10
10,17
10,52
10,127
10,183
11,127
12,17
12,28
12,44
12,45
12,52
12,101
13,1
13,127
14,15
14,24
14,29
14,36
14,41
14,45
14,54
14,90
14,141
14,145
14,198
14,231
14,239
15,24
15,29
15,36
15,45
15,90
15,145
15,198
15,239
16,36
16,43
16,45
16,47
16,54
16,67
16,69
16,198
16,200
19,4
19,161
20,99
20,128
21,4
21,24
21,29
21,38
21,45
21,49
21,52
21,77
21,152
21,161
21,162
21,182
21,200
21,227
22,86
22,117
22,198
22,199
22,239
23,3
23,36
23,69
23,96
23,117
23,194
23,200
24,97
24,185
24,218
26,4
26,161
27,26
27,86
27,198
27,235
28,17
28,24
28,52
28,97
28,127
28,241
29,78
30,17
30,52
30,127
31,45
31,46
31,200
32,17
32,28
32,52
32,61
32,101
32,182
32,241
33,72
33,151
34,11
34,24
34,28
34,29
34,52
34,97
34,116
34,125
34,127
34,185
34,241
36,36
36,43
36,54
36,67
36,86
36,198
36,200
37,4
37,35
37,45
37,152
37,200
38,35
38,45
38,51
38,118
38,152
38,200
39,0
39,16
39,25
39,36
39,40
39,43
39,45
39,47
39,56
39,66
39,67
39,70
39,73
39,75
39,99
39,110
39,121
39,149
39,172
39,181
39,197
39,209
39,210
39,228
40,128
40,216
41,35
41,74
41,85
41,193
42,5
42,42
42,72
42,176
42,200
43,36
43,54
43,67
43,69
43,86
43,198
43,200
45,45
46,45
46,131
46,200
47,36
47,45
47,54
47,69
47,198
48,92
48,99
50,16
50,36
50,56
50,121
51,35
51,118
52,17
52,52
52,60
52,88
52,127
52,142
54,15
54,24
54,36
54,45
54,86
54,90
54,98
54,145
54,198
54,231
54,239
55,45
55,54
55,100
55,198
56,128
57,88
57,136
57,142
58,108
58,165
58,199
58,239
59,28
59,45
59,59
59,127
60,17
62,5
62,42
62,176
63,17
63,115
65,48
66,54
66,69
66,198
67,36
70,36
70,45
70,47
70,160
70,200
70,221
70,229
71,182
72,5
72,200
74,193
76,4
76,12
76,17
76,28
76,30
76,32
76,44
76,45
76,51
76,52
76,63
76,118
76,125
76,147
76,152
76,161
76,183
76,200
76,233
76,241
77,45
77,152
77,161
77,200
79,173
79,200
80,239
81,86
81,239
83,86
84,88
84,142
84,191
85,79
86,45
86,54
86,86
86,177
87,0
87,45
87,160
87,200
88,230
89,3
89,36
89,69
89,117
89,200
90,193
91,74
91,90
91,145
91,186
91,200
91,231
93,239
94,24
94,98
96,3
96,23
96,35
96,36
96,117
97,128
98,24
98,54
98,90
98,231
98,237
98,242
99,99
100,3
100,19
100,45
100,69
100,117
100,200
102,105
102,115
102,127
103,175
103,200
105,2
106,88
107,99
107,128
109,86
110,36
110,130
110,169
110,200
111,128
112,35
113,64
113,68
114,18
114,20
114,107
114,128
114,168
114,202
114,211
115,17
115,105
118,4
118,45
118,152
118,161
119,1
119,13
119,28
119,44
119,45
119,127
119,137
119,152
119,161
119,162
119,217
119,234
119,241
120,11
120,17
120,52
120,88
120,127
121,36
121,45
121,47
121,54
121,69
121,198
122,56
122,128
122,166
123,56
123,182
125,17
125,24
125,28
125,34
125,52
125,97
126,44
126,119
126,127
126,162
128,99
129,4
129,26
129,35
129,86
129,198
129,235
130,45
130,130
130,152
130,161
130,175
130,200
131,200
132,5
132,72
132,176
132,200
133,239
134,53
134,99
134,128
135,24
135,45
135,52
135,56
135,144
135,188
135,230
135,233
136,88
137,12
137,28
137,44
137,45
137,59
137,127
138,99
138,207
139,61
139,71
140,36
140,54
140,69
140,151
140,198
140,200
140,239
141,35
142,88
143,199
143,239
145,90
145,193
146,3
146,22
146,36
146,45
146,54
146,86
146,93
146,198
146,199
146,200
146,239
147,17
147,63
149,25
149,75
149,99
149,181
150,79
150,173
150,176
150,200
151,36
151,54
151,69
151,72
151,198
151,200
152,45
153,15
153,35
153,41
153,90
153,141
153,145
153,175
153,193
153,198
153,231
154,4
154,24
154,29
154,45
154,97
154,152
154,161
154,182
154,200
155,45
155,47
155,86
155,161
155,165
155,198
155,199
155,239
156,5
156,42
156,176
157,36
157,54
157,69
157,86
157,175
157,198
157,200
158,5
158,42
158,176
159,159
159,175
160,45
160,152
161,45
161,152
162,4
162,10
162,11
162,24
162,28
162,29
162,34
162,44
162,45
162,52
162,76
162,119
162,120
162,126
162,127
162,152
162,161
162,162
162,182
162,183
162,184
162,200
162,203
162,217
162,234
162,241
163,35
163,74
163,79
163,85
163,173
163,176
163,193
163,200
164,56
164,128
166,48
167,3
167,36
167,69
167,117
167,200
168,128
168,148
169,36
169,54
169,175
169,198
169,200
170,15
170,24
170,29
170,36
170,45
170,90
170,145
170,198
170,231
170,239
171,4
171,24
171,29
171,45
171,152
171,161
171,182
171,200
173,193
175,200
176,200
178,88
179,10
179,52
179,64
179,183
179,184
179,215
180,92
180,99
183,10
184,10
184,17
184,49
184,52
184,127
184,183
185,95
185,97
185,128
185,218
186,35
186,90
186,141
186,193
187,128
187,180
188,17
188,52
188,57
188,127
188,142
188,188
188,192
188,205
188,215
188,233
189,99
189,128
190,3
190,36
190,69
190,117
190,200
191,88
192,88
192,106
192,142
192,192
194,23
194,117
195,99
195,128
196,24
196,29
196,36
196,45
196,49
196,52
196,54
196,90
196,91
196,145
196,175
196,186
196,198
196,199
196,200
196,231
196,239
197,99
198,36
198,200
198,239
199,86
199,165
199,239
200,4
200,10
200,24
200,29
200,45
200,52
200,64
200,86
200,88
200,113
200,116
200,120
200,127
200,144
200,152
200,161
200,179
200,182
200,188
200,200
200,230
200,233
201,36
201,200
202,18
202,56
202,107
202,128
202,216
203,11
203,28
203,32
203,52
203,61
203,71
203,127
203,139
203,182
204,6
204,25
204,99
204,124
204,148
204,207
205,88
205,142
205,178
206,99
206,128
207,99
208,159
208,175
208,200
209,36
209,43
209,45
209,47
209,67
209,69
209,200
210,36
210,43
210,45
210,47
210,67
210,69
210,152
210,200
211,6
211,7
211,25
211,92
211,99
211,138
211,148
211,204
211,207
212,5
212,42
212,176
213,5
213,72
213,176
213,200
214,78
215,183
215,215
216,65
217,17
217,52
217,127
218,95
218,97
218,185
219,36
219,54
219,198
219,200
220,12
220,17
220,24
220,28
220,32
220,44
220,52
220,97
220,125
220,174
220,232
220,241
221,36
221,43
221,45
221,67
221,69
221,160
221,200
222,86
222,165
222,239
223,36
223,103
224,14
224,15
224,35
224,36
224,41
224,45
224,90
224,141
224,145
224,153
224,175
224,193
224,198
224,231
225,86
225,239
226,174
227,4
227,77
227,161
227,200
228,25
229,45
229,160
229,200
231,85
232,45
232,174
233,2
233,10
233,24
233,45
233,52
233,56
233,64
233,76
233,86
233,88
233,113
233,116
233,179
233,184
233,188
233,200
233,220
233,230
234,11
234,28
234,44
234,45
234,49
234,52
234,137
235,26
235,86
235,112
235,198
235,239
236,127
236,188
237,24
238,78
239,239
242,94
242,98
243,58
243,80
243,86
243,133
243,143
243,165
243,222
243,225
243,239
